Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-glutamate,24,rxn2041,L-glutamate + acetyllysine => L-lysine + N-acetyl-L-glutamate,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W or YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,25,rxn2042,2-acetamido-5-oxopentanoate + L-glutamate => L-glutamic 5-semialdehyde + N-acetyl-L-glutamate,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-glutamate,26,rxn2155,L-glutamate + N-acetyl-L-gamma-glutamyl phosphate => L-gamma-glutamyl phosphate + N-acetyl-L-glutamate,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-glutamate,27,rxn2195,L-allysine + L-glutamate => 2-oxoglutarate + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,28,rxn2196,L-glutamate + N4-Acetylaminobutanal => 2-oxoglutarate + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,29,rxn2260,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + ATP + 2 H+ + L-glutamate => ADP + phosphate + tetrahydropteroyltri-L-glutamic acid",YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,30,rxn2357,L-glutamate + 2-Oxoglutaramate => 2-oxoglutarate + L-glutamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,31,rxn2359,L-glutamate + N-(4-oxoglutarate)-L-cysteinylglycine => 2-oxoglutarate + glutathione,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,32,rxn2366,ATP + gamma-aminobutyrate + L-glutamate => AMP + diphosphate + H+ + 4-(glutamylamino) butanoate,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,33,rxn2458,3 ATP + H2O + L-cysteine + L-glutamate + L-glycine => 3 AMP + 3 diphosphate + glutathione + 3 H+,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,34,rxn2531,ATP + L-alanine + L-glutamate => AMP + diphosphate + H+ + L-gamma-glutamyl-L-alanine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,35,rxn2545,L-glutamate + (S)-Methylmalonate semialdehyde => 2-oxoglutarate + 3-aminoisobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,36,rxn2690,H+ + L-alanine + L-glutamate => H2O + L-gamma-glutamyl-L-alanine,YHR113W or YBR286W or YKL103C or YKL165C or YLL029W or YBL091C or YLR244C or YKL157W or YER078C or YHR047C or YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C or YNL021W or YFL060C or YIL060W or YNL334C or YLR351C or YPR068C or YGL037C or YLR308W or YMR281W or YBR248C or YLR155C or YBR183W or YJL213W or YPL096W or YPL087W or YMR154C or YPL116W or YIL163C or YDR428C or YPR138C or YGL194C or YNL330C or YLR158C or YLR307W or YJL126W or YDR321W or YLR157C or YDR242W or YLR160C or YMR095C
L-glutamate,37,rxn2885,ATP + gamma-aminobutyrate + L-glutamate => ADP + H+ + phosphate + 4-(glutamylamino) butanoate,YNL119W or YBR218C or YBL039C or YOL058W or YGL062W or YDL141W or YNL220W or YJR103W or YOR209C or YGR204W or YGL234W or YBR084W or YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W or YPR035W or YJL046W or YIR019C or YLR143W
L-glutamate,38,rxn2951,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + L-glutamate => H2O + tetrahydropteroyltri-L-glutamic acid",YJL172W or YPL096C-A or YHL013C or YER151C or YBR058C or YHR058C or YDR069C or YOR124C or YOR138C or YMR223W or YJR099W or YDR326C or YJL095W or YMR160W or YGR229C or YKR098C or YER098W or YJL197W or YER111C or YFR010W or YFR019W or YER059W or YIL156W or YER144C or YMR304W or YIL153W or YLR126C or YNL186W or YFL044C or YPL191C or YBL067C or YJL005W or YDL216C or YFR005C or YDR420W or YKL010C or YCL014W or YLR299W or YDL122W or YPL072W or YBR281C or YFR044C or YHR113W or YBR286W or YKL103C or YKL165C or YLL029W or YBL091C or YLR244C or YKL157W or YER078C or YHR047C or YNL021W or YFL060C or YIL060W or YNL334C or YLR351C or YPR068C or YGL037C or YLR308W or YMR281W or YBR248C or YLR155C or YBR183W or YJL213W or YPL096W or YPL087W or YMR154C or YPL116W or YIL163C or YDR428C or YPR138C or YGL194C or YNL330C or YLR158C or YLR307W or YJL126W or YDR321W or YLR157C or YDR242W or YLR160C or YMR095C
L-glutamate,39,rxn2967,gamma-aminobutyrate + L-glutamate => H2O + 4-(glutamylamino) butanoate,YNL021W or YFL060C or YIL060W or YNL334C or YLR351C or YPR068C or YGL037C or YLR308W or YMR281W or YBR248C or YLR155C or YBR183W or YJL213W or YPL096W or YPL087W or YMR154C or YPL116W or YIL163C or YDR428C or YPR138C or YGL194C or YNL330C or YLR158C or YLR307W or YJL126W or YDR321W or YLR157C or YDR242W or YLR160C or YMR095C or YHR113W or YBR286W or YKL103C or YKL165C or YLL029W or YBL091C or YLR244C or YKL157W or YER078C or YHR047C
