Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-leucine,19,rxn1880,L-glutamic 5-semialdehyde + L-leucine => 4-methyl-2-oxopentanoate + H+ + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,20,rxn1892,L-leucine + phenylacetaldehyde => 4-methyl-2-oxopentanoate + H+ + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,21,rxn1904,glycolaldehyde + L-leucine => 4-methyl-2-oxopentanoate + ethanolamine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,22,rxn1917,L-leucine + Imidazole-4-acetaldehyde => 4-methyl-2-oxopentanoate + H+ + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,23,rxn1929,L-leucine + 3-oxopropanoate => 4-methyl-2-oxopentanoate + beta-alanine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,24,rxn2079,glyoxylate + L-leucine => 4-methyl-2-oxopentanoate + L-glycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,25,rxn2221,2-acetamido-5-oxopentanoate + L-leucine => 4-methyl-2-oxopentanoate + N(2)-acetyl-L-ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,26,rxn2222,L-allysine + L-leucine => 4-methyl-2-oxopentanoate + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,27,rxn2223,L-leucine + N4-Acetylaminobutanal => 4-methyl-2-oxopentanoate + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,28,rxn2224,L-glutamic 5-semialdehyde + L-leucine => 4-methyl-2-oxopentanoate + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,29,rxn2451,"L-leucine + 4-(2-aminophenyl)-2,4-dioxobutanoate => 4-methyl-2-oxopentanoate + L-kynurenine",YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,30,rxn2452,L-leucine + oxaloacetate => 4-methyl-2-oxopentanoate + L-aspartate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,31,rxn2539,L-leucine + 3-oxopropanoate => 4-methyl-2-oxopentanoate + beta-alanine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,32,rxn2552,L-leucine + (S)-Methylmalonate semialdehyde => 4-methyl-2-oxopentanoate + 3-aminoisobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-leucine,33,rxn3175,H2O + L-leucine + oxygen => 4-methyl-2-oxopentanoate + ammonium + hydrogen peroxide,YBR035C or YFR033C
Hexanoate,1,rxn55,H+ + NADPH + oxygen + hexanoate => H2O + NADP(+) + (r)-3-hydroxyhexanoic acid,YCL001W or YHR007C or YAL064W or YGR175C or YJL151C
Hexanoate,2,rxn786,hydrogen peroxide + hexanoate => H2O + (r)-3-hydroxyhexanoic acid,YNL131W or YPL098C or YPR020W
Hexanoate,3,rxn1554,oxaloacetate + oxygen + hexanoate => carbon dioxide + (r)-3-hydroxyhexanoic acid + malonate,YLL057C or YER051W or YKL195W
Hexanoate,4,rxn1555,2-oxoglutarate + oxygen + hexanoate => carbon dioxide + succinate + (r)-3-hydroxyhexanoic acid,YLL057C or YER051W or YKL195W
Hexanoate,5,rxn1556,4-hydroxy-2-oxoglutarate + oxygen + hexanoate => (S)-malate + carbon dioxide + (r)-3-hydroxyhexanoic acid,YLL057C or YER051W or YKL195W
Hexanoate,6,rxn1557,2-oxobutanoate + oxygen + hexanoate => carbon dioxide + propionate + (r)-3-hydroxyhexanoic acid,YLL057C or YER051W or YKL195W
Hexanoate,7,rxn1558,keto-phenylpyruvate + oxygen + hexanoate => carbon dioxide + phenylacetic acid + (r)-3-hydroxyhexanoic acid,YLL057C or YER051W or YKL195W
Hexanoate,8,rxn2273,H+ + NADH + hexanoate => H2O + NAD + n-hexanal,YBR006W or YPL061W or YJR009C or YHR037W or YER073W or YDR158W or YMR169C or YGR192C or YPL098C or YMR110C or YMR170C or YOR374W or YOR323C or YJL052W
L-methionine,1,rxn23,3-(4-hydroxyphenyl)pyruvate + L-methionine => 4-methylthio-2-oxobutanoate + L-tyrosine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,2,rxn24,keto-phenylpyruvate + L-methionine => 4-methylthio-2-oxobutanoate + L-phenylalanine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,3,rxn127,2-oxobutanoate + L-methionine => 4-methylthio-2-oxobutanoate + 2-aminobutanoate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,4,rxn133,(S)-3-methyl-2-oxopentanoate + L-methionine => 4-methylthio-2-oxobutanoate + L-isoleucine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,5,rxn139,4-methyl-2-oxopentanoate + L-methionine => 4-methylthio-2-oxobutanoate + L-leucine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,6,rxn143,L-methionine + 3-mercaptopyruvate => 4-methylthio-2-oxobutanoate + L-cysteine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,7,rxn255,L-methionine + oxaloacetate => 4-methylthio-2-oxobutanoate + 2 H+ + L-aspartate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,8,rxn431,3-aminopropanal + L-methionine => 4-methylthio-2-oxobutanoate + trimethylenediamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,9,rxn442,L-methionine + phenylacetaldehyde => 4-methylthio-2-oxobutanoate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,10,rxn454,L-methionine + Imidazole-4-acetaldehyde => 4-methylthio-2-oxobutanoate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,11,rxn754,L-methionine + succinic semialdehyde => 4-methylthio-2-oxobutanoate + gamma-aminobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,12,rxn755,glycolaldehyde + L-methionine => 4-methylthio-2-oxobutanoate + ethanolamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,13,rxn903,H+ + L-methionine + NADPH + oxygen => H2O + NADP(+) + L-methionine (S)-S-oxide,YBL098W or YNR053C or YCL059C or YHR176W or YOL114C or YLL057C or YBR298C or YDR534C or YLR281C or YDR402C
L-methionine,14,rxn1084,L-methionine + pyridoxal 5'-phosphate => 4-methylthio-2-oxobutanoate + pyridoxamine 5'-phosphate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,15,rxn1085,L-methionine + pyridoxal => 4-methylthio-2-oxobutanoate + pyridoxamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,16,rxn1258,L-methionine + Gly-Glu => L-glutamate + Gly-Met,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-methionine,17,rxn1301,glyoxylate + L-methionine => 4-methylthio-2-oxobutanoate + L-glycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,18,rxn1302,4-aminobutanal + L-methionine => 4-methylthio-2-oxobutanoate + putrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,19,rxn1365,5-methyltetrahydrofolate + H+ + L-methionine => S-methyl-L-methionine + THF,YDR497C or YBR236C or YCR024C-A or YKL162C or YBR034C or YDL212W or YBR213W or YBR119W or YPL216W or YEL017C-A or YHL036W or YGR002C or YLR285W or YLR172C or YDR435C or YLL062C or YGR027C or YKR069W or YMR160W or YJL125C or YOL103W or YNL092W or YER060W-A or YJL168C or YML110C or YHR034C or YDL201W or YHR209W or YNL063W or YPL092W or YIL064W or YPR186C or YDR105C or YKL088W or YJR073C or YHR109W or YOL141W or YDR410C or YGL050W or YGR006W or YER091C or YKR029C or YPL030W or YER175C or YPR187W or YOL093W or YBR061C or YDR140W or YJR044C or YGR157W or YMR257C or YJR137C or YDR120C or YBL024W or YOL020W or YDR198C or YBR115C or YPL273W or YHR119W or YOR074C or YLR137W or YOL096C or YER056C or YLR333C or YER060W or YDR440W or YGL136C or YOL124C or YBR241C or YPL266W or YOL125W or YGL186C or YHR070W or YDL200C or YJL056C or YML008C
L-methionine,20,rxn1366,5-methyltetrahydropteroyltri-L-glutamic acid + H+ + L-methionine => S-methyl-L-methionine + tetrahydropteroyltri-L-glutamic acid,YDR497C or YBR236C or YCR024C-A or YKL162C or YBR034C or YDL212W or YBR213W or YBR119W or YPL216W or YEL017C-A or YHL036W or YGR002C or YLR285W or YLR172C or YDR435C or YLL062C or YGR027C or YKR069W or YMR160W or YJL125C or YOL103W or YNL092W or YER060W-A or YJL168C or YML110C or YHR034C or YDL201W or YHR209W or YNL063W or YPL092W or YIL064W or YPR186C or YDR105C or YKL088W or YJR073C or YHR109W or YOL141W or YDR410C or YGL050W or YGR006W or YER091C or YKR029C or YPL030W or YER175C or YPR187W or YOL093W or YBR061C or YDR140W or YJR044C or YGR157W or YMR257C or YJR137C or YDR120C or YBL024W or YOL020W or YDR198C or YBR115C or YPL273W or YHR119W or YOR074C or YLR137W or YOL096C or YER056C or YLR333C or YER060W or YDR440W or YGL136C or YOL124C or YBR241C or YPL266W or YOL125W or YGL186C or YHR070W or YDL200C or YJL056C or YML008C
L-methionine,21,rxn1501,L-methionine + acetamide => ammonium + N(alpha)-acetyl-L-methionine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-methionine,22,rxn1506,ethanol + L-methionine => H2O + ethyl methionate,YBR180W or YPR157W or YBR068C or YNL270C or YKR089C or YBR069C or YJR107W or YML059C or YDL210W or YMR298W or YGR263C or YAL049C or YHR189W or YHR163W or YLR020C or YOR348C or YBR219C or YCR073W-A or YNL268W or YEL063C or YJL145W or YBL042C or YOR081C or YCR068W or YGL144C or YMR008C or YPL274W or YMR210W or YBL057C or YOR126C or YMR006C or YFL055W or YHR213W or YCL005W-A or YDR058C or YDR508C or YNR034W or YDL109C or YOR097C or YNL323W or YLR208W or YNL242W or YBR132C or YBR294W or YBR204C or YBR164C or YLL052C or YBR296C or YKL094W or YLL061W or YGR248W or YNL012W or YDR367W or YNL142W or YLR092W or YDL219W or YLR380W or YOL020W or YPR027C or YGL258W or YBR058C-A or YOL011W or YCL025C or YEL057C or YHR075C or YPL265W or YLL012W or YMR313C or YJL212C or YBR021W or YDR046C or YGR191W or YLR118C or YKL140W or YIL029C or YFR020W
L-methionine,23,rxn1542,adenosine + H+ + L-methionine => H2O + S-adenosyl-L-methionine,YER043C
L-methionine,24,rxn1656,L-methionine + Gly-Gln => L-glutamine + Gly-Met,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-methionine,25,rxn1835,4-aminobutanal + L-methionine => 4-methylthio-2-oxobutanoate + H+ + putrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,26,rxn1842,3-aminopropanal + L-methionine => 4-methylthio-2-oxobutanoate + H+ + trimethylenediamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,27,rxn1849,L-methionine + N4-Acetylaminobutanal => 4-methylthio-2-oxobutanoate + H+ + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,28,rxn1860,L-allysine + L-methionine => 4-methylthio-2-oxobutanoate + H+ + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,29,rxn1871,L-methionine + succinic semialdehyde => 4-methylthio-2-oxobutanoate + gamma-aminobutyrate + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,30,rxn1879,L-glutamic 5-semialdehyde + L-methionine => 4-methylthio-2-oxobutanoate + H+ + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,31,rxn1891,L-methionine + phenylacetaldehyde => 4-methylthio-2-oxobutanoate + H+ + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,32,rxn1903,glycolaldehyde + L-methionine => 4-methylthio-2-oxobutanoate + ethanolamine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,33,rxn1916,L-methionine + Imidazole-4-acetaldehyde => 4-methylthio-2-oxobutanoate + H+ + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,34,rxn1928,L-methionine + 3-oxopropanoate => 4-methylthio-2-oxobutanoate + beta-alanine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,35,rxn2039,biotin + H+ + L-methionine + 5'-Deoxyadenosine => dethiobiotin + iron(2+) + S-adenosyl-L-methionine,YOR286W or YOR196C or YDL033C or YOR251C or YHR111W or YCL017C or YGR286C
L-methionine,36,rxn2070,H2O + L-methionine => 2-oxobutanoate + ammonium + methanethiol,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
