Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
β-Amyrin,14,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC12CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C1C[C@](C)(CO)CC2.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
β-Amyrin,15,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1>>CC1(C)CCC2(C)CCC3(C)C(=C2C1)CCC1C2(C)CCC(O)C(C)(C)C2CCC13C,>>,"['YPL117C', 'YLR284C', 'YOR180C']"
β-Amyrin,16,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1>>CC1(C)CCC2(C)CCC3(C)[C@H](CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,H(+) + NADPH>>NADP(+),"['YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
β-Amyrin,17,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(CO)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
β-Amyrin,18,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
β-Amyrin,19,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(CO)CCC(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
β-Amyrin,20,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43CO)C2C1.O,H(+) + NADPH>>NADP(+),[]
β-Amyrin,21,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C(=O)CC43C)C2C1.O,>>,[]
β-Amyrin,22,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1=O.O,>>,[]
β-Amyrin,23,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CC(=O)C3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,24,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1=O.O,>>,[]
β-Amyrin,25,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)C(=O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,26,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,27,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CC(=O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,28,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)C(=O)CC(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,29,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CC(=O)C(O)C(C)(C)C5CCC43C)C2C1.O,>>,[]
β-Amyrin,30,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CC(=O)C43C)C2C1.O,>>,[]
β-Amyrin,31,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)C=CC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O.O,H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W', 'YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
β-Amyrin,32,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)C=CC(O)C(C)(C)C5CCC43C)C2C1.O.O,H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W', 'YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
β-Amyrin,33,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C=CC43C)C2C1.O.O,H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W', 'YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
β-Amyrin,34,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)C=CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O.O,H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W', 'YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
β-Amyrin,35,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2(O)C1.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
β-Amyrin,36,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C)CCC3(C)C(=CC=C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.OO,>>,[]
